category,price,quantity,total_value,age,gender,region,segment,churn,tenure_months,sentiment,sale_year,sale_month,sale_quarter,sale_day_of_week,sale_is_weekend,days_since_last_purchase,avg_order_value,price_per_unit,high_value_customer,bulk_buyer,tenure_years,new_customer,loyal_customer,recent_customer,at_risk_customer,age_group,price_category,total_clv,avg_order_value_customer,order_frequency,clv_per_month,feedback_length,feedback_word_count,gender_encoded,region_encoded,segment_encoded,sentiment_encoded,category_encoded,age_group_encoded,price_category_encoded
Office Supplies,100,4,400,20,Female,East,Consumer,0,45,Negative,2023,1,1,0,0,42,400,100,0,0,3.75,0,1,0,0,18-25,Low,96400,32133.33,3,2095.6521739130435,29,5,0,0,0,0,2,0,1
Electronics,25000,3,75000,43,Male,West,Corporate,0,14,Positive,2021,3,1,3,0,57,75000,25000,0,0,1.1666666666666667,0,0,0,0,36-45,Medium,200000,100000.0,2,13333.333333333334,41,7,1,3,1,2,0,2,2
Electronics,45000,3,135000,31,Male,West,Corporate,1,25,Negative,2023,2,1,3,0,252,135000,45000,1,0,2.0833333333333335,0,0,0,1,26-35,High,508000,127000.0,4,19538.46153846154,29,5,1,3,1,0,0,1,0
Electronics,12000,2,24000,46,Male,East,Small Business,0,47,Positive,2023,8,3,0,0,302,24000,12000,0,0,3.9166666666666665,0,1,0,1,46-55,Medium,156100,26016.67,6,3252.0833333333335,27,3,1,0,2,2,0,3,2
Furniture,12000,2,24000,42,Male,East,Small Business,0,23,Positive,2022,8,3,0,0,210,24000,12000,0,0,1.9166666666666667,0,0,0,1,36-45,Medium,24000,24000.0,1,1000.0,41,7,1,0,2,2,1,2,2
Electronics,25000,1,25000,64,Male,East,Corporate,0,36,Neutral,2023,6,2,2,0,8,25000,25000,0,0,3.0,0,1,1,0,55+,Medium,321000,64200.0,5,8675.675675675675,25,5,1,0,1,1,0,4,2
Office Supplies,100,1,100,43,Female,East,Consumer,0,51,Positive,2020,10,4,5,1,207,100,100,0,0,4.25,0,1,0,1,36-45,Low,32300,10766.67,3,621.1538461538462,27,3,0,0,0,2,2,2,1
Electronics,25000,1,25000,40,Male,East,Corporate,0,5,Positive,2021,6,2,1,0,186,25000,25000,0,0,0.4166666666666667,1,0,0,1,36-45,Medium,117000,29250.0,4,19500.0,27,3,1,0,1,2,0,2,2
Electronics,12000,2,24000,46,Male,North,Small Business,0,19,Neutral,2021,6,2,2,0,247,24000,12000,0,0,1.5833333333333333,0,0,0,1,46-55,Medium,27000,13500.0,2,1350.0,27,4,1,1,2,1,0,3,2
Electronics,45000,2,90000,44,Female,West,Small Business,0,11,Neutral,2021,7,3,5,1,78,90000,45000,0,0,0.9166666666666666,0,0,0,0,36-45,High,330000,36666.67,9,27500.0,27,4,0,3,2,1,0,2,0
Electronics,3000,4,12000,33,Female,East,Small Business,0,21,Neutral,2023,4,2,4,0,160,12000,3000,0,0,1.75,0,0,0,0,26-35,Low,72500,18125.0,4,3295.4545454545455,32,5,0,0,2,1,0,1,1
Electronics,45000,2,90000,33,Male,West,Small Business,0,57,Neutral,2021,2,1,1,0,192,90000,45000,0,0,4.75,0,1,0,1,26-35,High,235400,33628.57,7,4058.6206896551726,32,5,1,3,2,1,0,1,0
Electronics,3000,2,6000,35,Male,West,Corporate,0,41,Neutral,2023,11,4,6,1,196,6000,3000,0,0,3.4166666666666665,0,1,0,1,26-35,Low,108000,27000.0,4,2571.4285714285716,34,4,1,3,1,1,0,1,1
Electronics,70000,3,210000,57,Male,West,Small Business,0,10,Positive,2022,4,2,5,1,206,210000,70000,1,0,0.8333333333333334,0,0,0,1,55+,Premium,715200,119200.0,6,65018.181818181816,30,4,1,3,2,2,0,4,3
Electronics,25000,3,75000,48,Male,East,Corporate,1,10,Negative,2020,12,4,4,0,178,75000,25000,0,0,0.8333333333333334,0,0,0,0,46-55,Medium,616000,154000.0,4,56000.0,40,6,1,0,1,0,0,3,2
Furniture,8000,2,16000,37,Female,West,Small Business,0,30,Negative,2022,10,4,5,1,24,16000,8000,0,0,2.5,0,0,1,0,36-45,Low,66300,22100.0,3,2138.7096774193546,29,5,0,3,2,0,1,2,1
Electronics,25000,2,50000,28,Male,South,Corporate,1,34,Positive,2023,2,1,4,0,104,50000,25000,0,0,2.8333333333333335,0,0,0,0,26-35,Medium,69000,23000.0,3,1971.4285714285713,27,3,1,2,1,2,0,1,2
Electronics,70000,2,140000,48,Female,West,Consumer,0,58,Neutral,2021,5,2,3,0,186,140000,70000,1,0,4.833333333333333,0,1,0,1,46-55,Premium,247600,35371.43,7,4196.610169491525,39,6,0,3,0,1,0,3,3
Electronics,3000,1,3000,52,Male,North,Corporate,0,21,Negative,2023,12,4,3,0,318,3000,3000,0,0,1.75,0,0,0,1,46-55,Low,328500,54750.0,6,14931.818181818182,40,6,1,1,1,0,0,3,1
Electronics,3000,5,15000,24,Female,North,Small Business,0,49,Neutral,2021,1,1,3,0,177,15000,3000,0,0,4.083333333333333,0,1,0,0,18-25,Low,90000,45000.0,2,1800.0,34,4,0,1,2,1,0,0,1
Electronics,70000,4,280000,52,Male,North,Corporate,0,21,Positive,2022,1,1,1,0,318,280000,70000,1,0,1.75,0,0,0,1,46-55,Premium,328500,54750.0,6,14931.818181818182,30,4,1,1,1,2,0,3,3
Electronics,12000,2,24000,46,Female,North,Small Business,1,26,Positive,2020,2,1,0,0,177,24000,12000,0,0,2.1666666666666665,0,0,0,0,46-55,Medium,24000,24000.0,1,888.8888888888889,30,4,0,1,2,2,0,3,2
Office Supplies,100,4,400,41,Female,East,Corporate,0,15,Negative,2022,5,2,1,0,61,400,100,0,0,1.25,0,0,0,0,36-45,Low,478400,79733.33,6,29900.0,40,6,0,0,1,0,2,2,1
Furniture,8000,4,32000,28,Female,West,Consumer,0,22,Positive,2022,7,3,3,0,82,32000,8000,0,0,1.8333333333333333,0,0,0,0,26-35,Low,546500,91083.33,6,23760.869565217392,41,7,0,3,0,2,1,1,1
Office Supplies,100,2,200,19,Female,East,Consumer,1,58,Negative,2023,7,3,6,1,2,200,100,0,0,4.833333333333333,0,1,1,0,18-25,Low,50200,25100.0,2,850.8474576271186,40,6,0,0,0,0,2,0,1
Electronics,12000,4,48000,53,Male,South,Small Business,0,11,Neutral,2020,1,1,6,1,139,48000,12000,0,0,0.9166666666666666,0,0,0,0,46-55,Medium,463000,115750.0,4,38583.333333333336,27,4,1,2,2,1,0,3,2
Electronics,45000,4,180000,59,Male,South,Consumer,0,56,Neutral,2022,3,1,2,0,64,180000,45000,1,0,4.666666666666667,0,1,0,0,55+,High,603200,86171.43,7,10582.456140350878,25,5,1,2,0,1,0,4,0
Electronics,70000,5,350000,33,Female,West,Corporate,1,16,Negative,2023,10,4,6,1,72,350000,70000,1,0,1.3333333333333333,0,0,0,0,26-35,Premium,434500,86900.0,5,25558.823529411766,40,6,0,3,1,0,0,1,3
Electronics,15000,4,60000,38,Female,West,Consumer,0,1,Positive,2022,10,4,3,0,225,60000,15000,0,0,0.08333333333333333,1,0,0,1,36-45,Medium,121000,30250.0,4,60500.0,27,3,0,3,0,2,0,2,2
Furniture,8000,5,40000,38,Female,East,Corporate,1,36,Positive,2020,8,3,6,1,92,40000,8000,0,0,3.0,0,1,0,0,36-45,Low,102200,17033.33,6,2762.162162162162,41,7,0,0,1,2,1,2,1
Electronics,70000,4,280000,27,Female,West,Small Business,0,41,Neutral,2022,12,4,3,0,80,280000,70000,1,0,3.4166666666666665,0,1,0,0,26-35,Premium,288600,72150.0,4,6871.428571428572,25,5,0,3,2,1,0,1,3
Furniture,12000,1,12000,48,Female,North,Corporate,0,49,Negative,2023,8,3,3,0,217,12000,12000,0,0,4.083333333333333,0,1,0,1,46-55,Medium,364000,60666.67,6,7280.0,40,6,0,1,1,0,1,3,2
Electronics,25000,5,125000,64,Female,East,Consumer,0,35,Positive,2021,7,3,0,0,96,125000,25000,1,0,2.9166666666666665,0,0,0,0,55+,Medium,243400,60850.0,4,6761.111111111111,27,3,0,0,0,2,0,4,2
Furniture,12000,1,12000,26,Male,East,Consumer,1,14,Negative,2020,5,2,4,0,37,12000,12000,0,0,1.1666666666666667,0,0,0,0,26-35,Medium,879000,146500.0,6,58600.0,40,6,1,0,0,0,1,1,2
Office Supplies,100,5,500,55,Male,North,Small Business,0,51,Neutral,2022,11,4,2,0,280,500,100,0,0,4.25,0,1,0,1,46-55,Low,36500,18250.0,2,701.9230769230769,32,5,1,1,2,1,2,3,1
Electronics,25000,4,100000,41,Female,North,Corporate,0,53,Neutral,2021,3,1,3,0,82,100000,25000,0,0,4.416666666666667,0,1,0,0,36-45,Medium,287400,41057.14,7,5322.222222222223,32,5,0,1,1,1,0,2,2
Electronics,3000,5,15000,22,Male,West,Small Business,1,55,Neutral,2021,12,4,4,0,112,15000,3000,0,0,4.583333333333333,0,1,0,0,18-25,Low,532000,66500.0,8,9500.0,25,5,1,3,2,1,0,0,1
Furniture,8000,2,16000,64,Female,West,Consumer,0,25,Positive,2020,2,1,6,1,354,16000,8000,0,0,2.0833333333333335,0,0,0,1,55+,Low,530000,132500.0,4,20384.615384615383,41,7,0,3,0,2,1,4,1
Electronics,3000,3,9000,29,Male,West,Corporate,0,19,Negative,2023,4,2,2,0,201,9000,3000,0,0,1.5833333333333333,0,0,0,1,26-35,Low,240300,34328.57,7,12015.0,40,6,1,3,1,0,0,1,1
Electronics,3000,5,15000,18,Male,South,Corporate,1,9,Negative,2020,9,3,1,0,64,15000,3000,0,0,0.75,0,0,0,0,18-25,Low,90200,30066.67,3,9020.0,29,5,1,2,1,0,0,0,1
Electronics,25000,5,125000,51,Female,West,Corporate,0,23,Neutral,2020,12,4,1,0,296,125000,25000,1,0,1.9166666666666667,0,0,0,1,46-55,Medium,562800,93800.0,6,23450.0,39,6,0,3,1,1,0,3,2
Electronics,70000,3,210000,37,Female,South,Corporate,0,3,Negative,2020,4,2,1,0,11,210000,70000,1,0,0.25,1,0,1,0,36-45,Premium,270300,90100.0,3,67575.0,40,6,0,2,1,0,0,2,3
Furniture,12000,2,24000,50,Female,North,Corporate,0,54,Positive,2020,6,2,4,0,203,24000,12000,0,0,4.5,0,1,0,1,46-55,Medium,367000,91750.0,4,6672.727272727273,41,7,0,1,1,2,1,3,2
Electronics,15000,3,45000,40,Male,North,Small Business,0,32,Neutral,2021,10,4,4,0,238,45000,15000,0,0,2.6666666666666665,0,0,0,1,36-45,Medium,578300,115660.0,5,17524.242424242424,39,6,1,1,2,1,0,2,2
Office Supplies,100,1,100,49,Male,North,Small Business,0,22,Negative,2021,2,1,2,0,98,100,100,0,0,1.8333333333333333,0,0,0,0,46-55,Low,370100,92525.0,4,16091.304347826086,29,5,1,1,2,0,2,3,1
Office Supplies,100,1,100,38,Male,South,Small Business,0,55,Neutral,2023,10,4,1,0,121,100,100,0,0,4.583333333333333,0,1,0,0,36-45,Low,38100,12700.0,3,680.3571428571429,27,4,1,2,2,1,2,2,1
Electronics,3000,4,12000,51,Male,East,Small Business,1,21,Neutral,2022,12,4,3,0,48,12000,3000,0,0,1.75,0,0,0,0,46-55,Low,507000,126750.0,4,23045.454545454544,25,5,1,0,2,1,0,3,1
Electronics,15000,2,30000,51,Female,West,Consumer,0,58,Neutral,2022,4,2,6,1,256,30000,15000,0,0,4.833333333333333,0,1,0,1,46-55,Medium,135000,33750.0,4,2288.135593220339,34,4,0,3,0,1,0,3,2
Electronics,15000,3,45000,19,Male,East,Small Business,0,14,Neutral,2020,3,1,1,0,112,45000,15000,0,0,1.1666666666666667,0,0,0,0,18-25,Medium,371000,53000.0,7,24733.333333333332,34,4,1,0,2,1,0,0,2
Electronics,45000,3,135000,30,Male,West,Small Business,0,43,Positive,2023,3,1,1,0,214,135000,45000,1,0,3.5833333333333335,0,1,0,1,26-35,High,310000,103333.33,3,7045.454545454545,27,3,1,3,2,2,0,1,0
Electronics,15000,5,75000,43,Female,South,Small Business,0,16,Neutral,2020,6,2,3,0,305,75000,15000,0,0,1.3333333333333333,0,0,0,1,36-45,Medium,454000,64857.14,7,26705.882352941175,27,4,0,2,2,1,0,2,2
Electronics,45000,4,180000,36,Male,West,Small Business,0,32,Negative,2023,12,4,2,0,41,180000,45000,1,0,2.6666666666666665,0,0,0,0,36-45,High,220300,44060.0,5,6675.757575757576,29,5,1,3,2,0,0,2,0
Electronics,45000,1,45000,18,Male,West,Consumer,0,3,Neutral,2021,8,3,0,0,31,45000,45000,0,0,0.25,1,0,0,0,18-25,High,141000,47000.0,3,35250.0,39,6,1,3,0,1,0,0,0
Electronics,45000,1,45000,53,Female,East,Consumer,0,35,Neutral,2023,4,2,0,0,96,45000,45000,0,0,2.9166666666666665,0,0,0,0,46-55,High,505200,72171.43,7,14033.333333333334,39,6,0,0,0,1,0,3,0
Furniture,12000,3,36000,43,Female,West,Small Business,1,7,Neutral,2023,5,2,1,0,114,36000,12000,0,0,0.5833333333333334,0,0,0,0,36-45,Medium,678000,169500.0,4,84750.0,25,5,0,3,2,1,1,2,2
Office Supplies,100,2,200,24,Female,North,Corporate,1,23,Neutral,2021,1,1,4,0,343,200,100,0,0,1.9166666666666667,0,0,0,1,18-25,Low,307200,61440.0,5,12800.0,32,5,0,1,1,1,2,0,1
Electronics,12000,3,36000,28,Male,West,Consumer,0,44,Neutral,2021,7,3,6,1,244,36000,12000,0,0,3.6666666666666665,0,1,0,1,26-35,Medium,246000,61500.0,4,5466.666666666667,34,4,1,3,0,1,0,1,2
Electronics,70000,1,70000,63,Female,West,Consumer,0,24,Positive,2020,12,4,4,0,229,70000,70000,0,0,2.0,0,0,0,1,55+,Premium,668000,111333.33,6,26720.0,27,3,0,3,0,2,0,4,3
Office Supplies,100,5,500,42,Male,North,Corporate,0,4,Positive,2020,5,2,1,0,154,500,100,0,0,0.3333333333333333,1,0,0,0,36-45,Low,8500,4250.0,2,1700.0,30,4,1,1,1,2,2,2,1
Electronics,15000,2,30000,49,Male,South,Small Business,1,56,Neutral,2020,7,3,4,0,41,30000,15000,0,0,4.666666666666667,0,1,0,0,46-55,Medium,42700,10675.0,4,749.1228070175439,39,6,1,2,2,1,0,3,2
Electronics,70000,5,350000,42,Male,South,Corporate,0,48,Negative,2021,11,4,5,1,166,350000,70000,1,0,4.0,0,1,0,0,36-45,Premium,832000,166400.0,5,16979.591836734693,40,6,1,2,1,0,0,2,3
Electronics,15000,2,30000,27,Male,West,Small Business,0,16,Positive,2021,11,4,4,0,203,30000,15000,0,0,1.3333333333333333,0,0,0,1,26-35,Medium,170000,56666.67,3,10000.0,30,4,1,3,2,2,0,1,2
Electronics,70000,5,350000,59,Male,South,Small Business,0,51,Neutral,2020,12,4,4,0,24,350000,70000,1,0,4.25,0,1,1,0,55+,Premium,350000,350000.0,1,6730.7692307692305,32,5,1,2,2,1,0,4,3
Electronics,25000,3,75000,60,Male,East,Small Business,0,7,Negative,2023,3,1,6,1,155,75000,25000,0,0,0.5833333333333334,0,0,0,0,55+,Medium,135500,45166.67,3,16937.5,40,6,1,0,2,0,0,4,2
Electronics,45000,1,45000,32,Male,East,Corporate,1,57,Neutral,2022,3,1,3,0,28,45000,45000,0,0,4.75,0,1,1,0,26-35,High,452400,50266.67,9,7800.0,34,4,1,0,1,1,0,1,0
Electronics,15000,2,30000,50,Female,West,Consumer,1,54,Neutral,2023,2,1,3,0,223,30000,15000,0,0,4.5,0,1,0,1,46-55,Medium,30500,10166.67,3,554.5454545454545,34,4,0,3,0,1,0,3,2
Office Supplies,100,2,200,58,Male,South,Consumer,0,10,Positive,2023,5,2,2,0,182,200,100,0,0,0.8333333333333334,0,0,0,1,55+,Low,231200,57800.0,4,21018.18181818182,27,3,1,2,0,2,2,4,1
Furniture,12000,5,60000,45,Female,West,Corporate,1,46,Neutral,2023,2,1,5,1,108,60000,12000,0,0,3.8333333333333335,0,1,0,0,36-45,Medium,533000,76142.86,7,11340.425531914894,27,4,0,3,1,1,1,2,2
Furniture,8000,5,40000,63,Male,South,Small Business,0,50,Negative,2021,11,4,0,0,119,40000,8000,0,0,4.166666666666667,0,1,0,0,55+,Low,468000,93600.0,5,9176.470588235294,40,6,1,2,2,0,1,4,1
Electronics,12000,2,24000,35,Female,North,Corporate,0,17,Negative,2023,11,4,4,0,51,24000,12000,0,0,1.4166666666666667,0,0,0,0,26-35,Medium,483400,96680.0,5,26855.555555555555,40,6,0,1,1,0,0,1,2
Electronics,45000,1,45000,31,Female,South,Consumer,1,8,Positive,2021,1,1,0,0,108,45000,45000,0,0,0.6666666666666666,0,0,0,0,26-35,High,370000,52857.14,7,41111.11111111111,41,7,0,2,0,2,0,1,0
Electronics,15000,3,45000,34,Female,East,Consumer,0,58,Neutral,2023,2,1,5,1,235,45000,15000,0,0,4.833333333333333,0,1,0,1,26-35,Medium,324000,64800.0,5,5491.525423728814,25,5,0,0,0,1,0,1,2
Furniture,12000,4,48000,53,Female,North,Consumer,0,52,Positive,2022,10,4,0,0,130,48000,12000,0,0,4.333333333333333,0,1,0,0,46-55,Medium,48300,24150.0,2,911.3207547169811,41,7,0,1,0,2,1,3,2
Furniture,12000,5,60000,57,Male,East,Small Business,0,10,Positive,2023,2,1,3,0,215,60000,12000,0,0,0.8333333333333334,0,0,0,1,55+,Medium,60000,60000.0,1,5454.545454545455,27,3,1,0,2,2,1,4,2
Furniture,8000,4,32000,61,Female,South,Consumer,0,41,Neutral,2022,4,2,5,1,216,32000,8000,0,0,3.4166666666666665,0,1,0,1,55+,Low,290800,58160.0,5,6923.809523809524,32,5,0,2,0,1,1,4,1
Electronics,12000,2,24000,18,Female,East,Corporate,1,42,Neutral,2020,12,4,0,0,251,24000,12000,0,0,3.5,0,1,0,1,18-25,Medium,264000,66000.0,4,6139.53488372093,34,4,0,0,1,1,0,0,2
Electronics,70000,2,140000,46,Male,North,Small Business,1,31,Neutral,2023,12,4,3,0,239,140000,70000,1,0,2.5833333333333335,0,0,0,1,46-55,Premium,460000,115000.0,4,14375.0,39,6,1,1,2,1,0,3,3
Electronics,12000,3,36000,18,Male,West,Consumer,0,3,Negative,2022,2,1,3,0,31,36000,12000,0,0,0.25,1,0,0,0,18-25,Medium,141000,47000.0,3,35250.0,29,5,1,3,0,0,0,0,2
Electronics,45000,1,45000,38,Male,West,Small Business,0,52,Neutral,2021,7,3,1,0,112,45000,45000,0,0,4.333333333333333,0,1,0,0,36-45,High,395600,98900.0,4,7464.1509433962265,34,4,1,3,2,1,0,2,0
Electronics,45000,3,135000,49,Female,West,Small Business,0,4,Neutral,2020,9,3,4,0,306,135000,45000,1,0,0.3333333333333333,1,0,0,1,46-55,High,234100,58525.0,4,46820.0,34,4,0,3,2,1,0,3,0
Furniture,12000,1,12000,23,Female,South,Corporate,0,41,Neutral,2021,3,1,2,0,210,12000,12000,0,0,3.4166666666666665,0,1,0,1,18-25,Medium,15000,7500.0,2,357.14285714285717,32,5,0,2,1,1,1,0,2
Electronics,70000,2,140000,56,Male,West,Consumer,0,21,Positive,2020,4,2,4,0,30,140000,70000,1,0,1.75,0,0,1,0,55+,Premium,487000,97400.0,5,22136.363636363636,41,7,1,3,0,2,0,4,3
Electronics,12000,2,24000,33,Female,North,Consumer,0,16,Positive,2023,11,4,4,0,213,24000,12000,0,0,1.3333333333333333,0,0,0,1,26-35,Medium,280000,35000.0,8,16470.58823529412,27,3,0,1,0,2,0,1,2
Electronics,12000,1,12000,48,Male,South,Consumer,0,22,Neutral,2022,1,1,5,1,84,12000,12000,0,0,1.8333333333333333,0,0,0,0,46-55,Medium,96200,24050.0,4,4182.608695652174,34,4,1,2,0,1,0,3,2
Electronics,12000,2,24000,57,Male,South,Consumer,0,59,Neutral,2021,9,3,3,0,347,24000,12000,0,0,4.916666666666667,0,1,0,1,55+,Medium,126200,21033.33,6,2103.3333333333335,34,4,1,2,0,1,0,4,2
Furniture,8000,3,24000,19,Male,East,Consumer,1,2,Positive,2020,10,4,4,0,72,24000,8000,0,0,0.16666666666666666,1,0,0,0,18-25,Low,195000,39000.0,5,65000.0,30,4,1,0,0,2,1,0,1
Electronics,12000,3,36000,55,Female,South,Corporate,0,26,Neutral,2022,4,2,6,1,159,36000,12000,0,0,2.1666666666666665,0,0,0,0,46-55,Medium,388000,97000.0,4,14370.37037037037,27,4,0,2,1,1,0,3,2
Office Supplies,100,1,100,34,Female,South,Corporate,0,23,Neutral,2023,8,3,2,0,131,100,100,0,0,1.9166666666666667,0,0,0,0,26-35,Low,150100,37525.0,4,6254.166666666667,32,5,0,2,1,1,2,1,1
Electronics,15000,4,60000,23,Male,West,Consumer,1,24,Negative,2020,6,2,6,1,284,60000,15000,0,0,2.0,0,0,0,1,18-25,Medium,550000,183333.33,3,22000.0,29,5,1,3,0,0,0,0,2
Electronics,70000,4,280000,47,Female,North,Corporate,0,49,Positive,2022,7,3,5,1,152,280000,70000,1,0,4.083333333333333,0,1,0,0,46-55,Premium,867000,144500.0,6,17340.0,30,4,0,1,1,2,0,3,3
Furniture,12000,4,48000,40,Male,West,Small Business,0,29,Neutral,2021,4,2,6,1,106,48000,12000,0,0,2.4166666666666665,0,0,0,0,36-45,Medium,208300,41660.0,5,6943.333333333333,32,5,1,3,2,1,1,2,2
Furniture,12000,4,48000,41,Female,South,Corporate,0,53,Negative,2022,7,3,2,0,292,48000,12000,0,0,4.416666666666667,0,1,0,1,36-45,Medium,84500,28166.67,3,1564.8148148148148,40,6,0,2,1,0,1,2,2
Electronics,25000,4,100000,48,Male,South,Consumer,1,20,Negative,2020,8,3,3,0,50,100000,25000,0,0,1.6666666666666667,0,0,0,0,46-55,Medium,175000,87500.0,2,8333.333333333334,29,5,1,2,0,0,0,3,2
Electronics,70000,5,350000,62,Female,North,Small Business,0,46,Neutral,2020,6,2,1,0,79,350000,70000,1,0,3.8333333333333335,0,1,0,0,55+,Premium,719400,71940.0,10,15306.382978723404,25,5,0,1,2,1,0,4,3
Electronics,15000,3,45000,29,Female,East,Consumer,0,9,Neutral,2022,8,3,5,1,64,45000,15000,0,0,0.75,0,0,0,0,26-35,Medium,45100,22550.0,2,4510.0,32,5,0,0,0,1,0,1,2
Electronics,15000,1,15000,60,Male,North,Corporate,0,19,Neutral,2022,8,3,5,1,16,15000,15000,0,0,1.5833333333333333,0,0,1,0,55+,Medium,226700,25188.89,9,11335.0,34,4,1,1,1,1,0,4,2
Office Supplies,100,2,200,20,Male,South,Consumer,0,32,Neutral,2020,4,2,4,0,357,200,100,0,0,2.6666666666666665,0,0,0,1,18-25,Low,120600,24120.0,5,3654.5454545454545,39,6,1,2,0,1,2,0,1
Electronics,25000,5,125000,25,Male,South,Corporate,0,39,Positive,2022,5,2,3,0,333,125000,25000,1,0,3.25,0,1,0,1,18-25,Medium,251000,83666.67,3,6275.0,30,4,1,2,1,2,0,0,2
Furniture,8000,1,8000,57,Female,South,Small Business,0,12,Neutral,2022,2,1,2,0,180,8000,8000,0,0,1.0,0,0,0,0,55+,Low,358000,179000.0,2,27538.46153846154,25,5,0,2,2,1,1,4,1
Electronics,70000,2,140000,61,Female,South,Corporate,0,27,Neutral,2021,2,1,6,1,10,140000,70000,1,0,2.25,0,0,1,0,55+,Premium,344400,86100.0,4,12300.0,39,6,0,2,1,1,0,4,3
Electronics,3000,5,15000,55,Female,West,Corporate,0,21,Neutral,2023,8,3,3,0,254,15000,3000,0,0,1.75,0,0,0,1,46-55,Low,51000,25500.0,2,2318.181818181818,39,6,0,3,1,1,0,3,1
Electronics,3000,4,12000,48,Male,North,Consumer,0,55,Neutral,2020,12,4,3,0,308,12000,3000,0,0,4.583333333333333,0,1,0,1,46-55,Low,311000,44428.57,7,5553.571428571428,27,4,1,1,0,1,0,3,1
Electronics,3000,3,9000,57,Female,South,Corporate,0,59,Negative,2022,5,2,3,0,279,9000,3000,0,0,4.916666666666667,0,1,0,1,55+,Low,275000,68750.0,4,4583.333333333333,29,5,0,2,1,0,0,4,1
Furniture,12000,1,12000,47,Male,South,Corporate,0,57,Neutral,2023,10,4,1,0,190,12000,12000,0,0,4.75,0,1,0,1,46-55,Medium,88000,22000.0,4,1517.2413793103449,32,5,1,2,1,1,1,3,2
Electronics,70000,3,210000,23,Male,West,Consumer,1,24,Neutral,2020,12,4,1,0,284,210000,70000,1,0,2.0,0,0,0,1,18-25,Premium,550000,183333.33,3,22000.0,25,5,1,3,0,1,0,0,3
Electronics,70000,1,70000,34,Female,North,Small Business,1,53,Neutral,2023,11,4,0,0,74,70000,70000,0,0,4.416666666666667,0,1,0,0,26-35,Premium,505000,101000.0,5,9351.851851851852,32,5,0,1,2,1,0,1,3
Electronics,3000,3,9000,61,Female,East,Consumer,0,54,Negative,2023,6,2,1,0,31,9000,3000,0,0,4.5,0,1,0,0,55+,Low,272000,68000.0,4,4945.454545454545,40,6,0,0,0,0,0,4,1
Office Supplies,100,2,200,48,Male,South,Consumer,0,22,Positive,2023,7,3,1,0,84,200,100,0,0,1.8333333333333333,0,0,0,0,46-55,Low,96200,24050.0,4,4182.608695652174,30,4,1,2,0,2,2,3,1
Electronics,15000,1,15000,54,Female,South,Consumer,1,45,Negative,2020,12,4,2,0,66,15000,15000,0,0,3.75,0,1,0,0,46-55,Medium,609000,87000.0,7,13239.130434782608,29,5,0,2,0,0,0,3,2
Electronics,25000,1,25000,22,Male,South,Corporate,0,20,Neutral,2020,5,2,0,0,204,25000,25000,0,0,1.6666666666666667,0,0,0,1,18-25,Medium,500100,100020.0,5,23814.285714285714,39,6,1,2,1,1,0,0,2
Electronics,3000,5,15000,41,Female,North,Corporate,0,53,Negative,2020,10,4,1,0,82,15000,3000,0,0,4.416666666666667,0,1,0,0,36-45,Low,287400,41057.14,7,5322.222222222223,40,6,0,1,1,0,0,2,1
Furniture,12000,3,36000,41,Female,South,Corporate,0,47,Negative,2021,10,4,4,0,345,36000,12000,0,0,3.9166666666666665,0,1,0,1,36-45,Medium,271300,67825.0,4,5652.083333333333,29,5,0,2,1,0,1,2,2
Electronics,15000,3,45000,21,Female,South,Small Business,1,45,Neutral,2021,4,2,5,1,148,45000,15000,0,0,3.75,0,1,0,0,18-25,Medium,129500,21583.33,6,2815.217391304348,39,6,0,2,2,1,0,0,2
Furniture,12000,3,36000,29,Male,North,Small Business,0,24,Neutral,2022,12,4,6,1,193,36000,12000,0,0,2.0,0,0,0,1,26-35,Medium,225000,45000.0,5,9000.0,25,5,1,1,2,1,1,1,2
Furniture,12000,2,24000,45,Female,West,Corporate,0,28,Neutral,2020,3,1,5,1,37,24000,12000,0,0,2.3333333333333335,0,0,0,0,36-45,Medium,174000,58000.0,3,6000.0,34,4,0,3,1,1,1,2,2
Electronics,70000,3,210000,23,Female,South,Corporate,0,45,Positive,2020,5,2,4,0,103,210000,70000,1,0,3.75,0,1,0,0,18-25,Premium,333000,111000.0,3,7239.130434782609,30,4,0,2,1,2,0,0,3
Furniture,8000,1,8000,48,Female,East,Consumer,0,10,Neutral,2023,5,2,0,0,330,8000,8000,0,0,0.8333333333333334,0,0,0,1,46-55,Low,128500,21416.67,6,11681.818181818182,39,6,0,0,0,1,1,3,1
Electronics,3000,2,6000,18,Female,West,Consumer,1,11,Neutral,2022,7,3,5,1,276,6000,3000,0,0,0.9166666666666666,0,0,0,1,18-25,Low,536000,89333.33,6,44666.666666666664,39,6,0,3,0,1,0,0,1
Electronics,45000,3,135000,61,Female,West,Corporate,0,34,Negative,2022,2,1,0,0,68,135000,45000,1,0,2.8333333333333335,0,0,0,0,55+,High,211400,35233.33,6,6040.0,29,5,0,3,1,0,0,4,0
Office Supplies,100,2,200,23,Male,East,Consumer,1,14,Positive,2022,5,2,3,0,186,200,100,0,0,1.1666666666666667,0,0,0,1,18-25,Low,60200,30100.0,2,4013.3333333333335,27,3,1,0,0,2,2,0,1
