sale_id,customer_id,sentiment_category,compound,total_value,price,quantity,feedback_text,word_count,sentence_count
S005662,CUST01181,Neutral,0.0,24000,12000,2,Too expensive for the features offered.,4,1
S005663,CUST00113,Positive,0.5719,6000,3000,2,Excellent customer service.,3,1
S005664,CUST01893,Negative,-0.4767,8000,8000,1,"Terrible experience, will not buy again.",3,1
S005665,CUST01051,Positive,0.5719,15000,15000,1,Excellent customer service.,3,1
S005666,CUST00668,Positive,0.5719,24000,12000,2,Excellent customer service.,3,1
S005667,CUST01133,Positive,0.4404,60000,12000,5,Easy to use and reliable.,3,1
S005668,CUST00654,Positive,0.5719,9000,3000,3,Excellent customer service.,3,1
S005669,CUST01256,Neutral,0.0,125000,25000,5,Too expensive for the features offered.,4,1
S005670,CUST01852,Positive,0.4201,350000,70000,5,Highly recommend to others.,3,1
S005671,CUST01557,Negative,-0.3089,15000,15000,1,"Met expectations, nothing special.",4,1
S005672,CUST00935,Neutral,0.0,9000,3000,3,Too expensive for the features offered.,4,1
S005673,CUST01168,Negative,-0.3089,225000,45000,5,"Met expectations, nothing special.",4,1
S005674,CUST00424,Positive,0.4404,200,100,2,Easy to use and reliable.,3,1
S005675,CUST00708,Negative,-0.4585,70000,70000,1,"Delivery was late, not happy.",3,1
S005676,CUST00045,Positive,0.8016,90000,45000,2,"Great product, very satisfied.",3,1
S005677,CUST00812,Neutral,0.0,75000,25000,3,Too expensive for the features offered.,4,1
S005678,CUST00369,Positive,0.5719,24000,12000,2,Excellent customer service.,3,1
S005679,CUST00862,Positive,0.6808,36000,12000,3,"Worth the price, happy with the purchase.",4,1
S005680,CUST01163,Positive,0.5719,60000,15000,4,Excellent customer service.,3,1
S005681,CUST00035,Negative,-0.4585,350000,70000,5,"Delivery was late, not happy.",3,1
S005682,CUST00594,Positive,0.4404,350000,70000,5,Easy to use and reliable.,3,1
S005683,CUST01446,Positive,0.4201,150,50,3,Highly recommend to others.,3,1
S005684,CUST01334,Positive,0.5719,45000,15000,3,Excellent customer service.,3,1
S005685,CUST01672,Neutral,0.0,24000,8000,3,Too expensive for the features offered.,4,1
S005686,CUST01321,Positive,0.4201,36000,12000,3,Highly recommend to others.,3,1
S005687,CUST01193,Negative,-0.3089,400,100,4,"Met expectations, nothing special.",4,1
S005688,CUST00506,Positive,0.4404,30000,15000,2,Product quality could be better.,4,1
S005689,CUST01751,Positive,0.4404,60000,12000,5,Easy to use and reliable.,3,1
S005690,CUST01065,Negative,-0.3089,140000,70000,2,"Met expectations, nothing special.",4,1
S005691,CUST01706,Negative,-0.4585,250,50,5,"Delivery was late, not happy.",3,1
S005692,CUST00995,Positive,0.8016,24000,12000,2,"Great product, very satisfied.",3,1
S005693,CUST01343,Positive,0.5719,350000,70000,5,Excellent customer service.,3,1
S005694,CUST01140,Negative,-0.4585,3000,3000,1,"Delivery was late, not happy.",3,1
S005695,CUST00896,Positive,0.6808,75000,15000,5,"Worth the price, happy with the purchase.",4,1
S005696,CUST01656,Negative,-0.4585,16000,8000,2,"Delivery was late, not happy.",3,1
S005697,CUST00531,Positive,0.4201,48000,12000,4,Highly recommend to others.,3,1
S005698,CUST01557,Positive,0.4404,32000,8000,4,Easy to use and reliable.,3,1
S005699,CUST01183,Positive,0.4404,150,50,3,Product quality could be better.,4,1
S005700,CUST01716,Negative,-0.4767,6000,3000,2,"Terrible experience, will not buy again.",3,1
S005701,CUST00057,Neutral,0.0,50000,25000,2,Too expensive for the features offered.,4,1
S005702,CUST01289,Positive,0.4404,12000,3000,4,Product quality could be better.,4,1
S005703,CUST00475,Positive,0.4404,400,100,4,Easy to use and reliable.,3,1
S005704,CUST00857,Positive,0.4201,60000,12000,5,Highly recommend to others.,3,1
S005705,CUST00152,Positive,0.5719,250,50,5,Excellent customer service.,3,1
S005706,CUST00450,Positive,0.5719,50,50,1,Excellent customer service.,3,1
S005707,CUST01068,Negative,-0.4585,350000,70000,5,"Delivery was late, not happy.",3,1
S005708,CUST01350,Positive,0.4404,180000,45000,4,Product quality could be better.,4,1
S005709,CUST00347,Positive,0.8016,150,50,3,"Great product, very satisfied.",3,1
S005710,CUST01639,Negative,-0.3089,75000,15000,5,"Met expectations, nothing special.",4,1
S005711,CUST01105,Negative,-0.3089,12000,12000,1,"Met expectations, nothing special.",4,1
S005712,CUST01959,Positive,0.4404,100000,25000,4,Product quality could be better.,4,1
S005713,CUST00932,Positive,0.4404,24000,8000,3,Product quality could be better.,4,1
S005714,CUST00999,Positive,0.4404,75000,15000,5,Product quality could be better.,4,1
S005715,CUST01543,Positive,0.6808,350000,70000,5,"Worth the price, happy with the purchase.",4,1
S005716,CUST01804,Neutral,0.0,150,50,3,Too expensive for the features offered.,4,1
S005717,CUST01541,Positive,0.4201,3000,3000,1,Highly recommend to others.,3,1
S005718,CUST00896,Positive,0.4404,100,100,1,Product quality could be better.,4,1
S005719,CUST00038,Neutral,0.0,75000,25000,3,Too expensive for the features offered.,4,1
S005720,CUST01189,Positive,0.4404,24000,12000,2,Product quality could be better.,4,1
S005721,CUST01406,Positive,0.6808,24000,12000,2,"Worth the price, happy with the purchase.",4,1
S005722,CUST01548,Positive,0.6808,125000,25000,5,"Worth the price, happy with the purchase.",4,1
S005723,CUST01450,Neutral,0.0,225000,45000,5,Too expensive for the features offered.,4,1
S005724,CUST01082,Negative,-0.4767,150,50,3,"Terrible experience, will not buy again.",3,1
S005725,CUST00098,Positive,0.4404,60000,12000,5,Easy to use and reliable.,3,1
S005726,CUST01850,Positive,0.4404,100,50,2,Easy to use and reliable.,3,1
S005727,CUST01685,Negative,-0.3089,40000,8000,5,"Met expectations, nothing special.",4,1
S005728,CUST00129,Negative,-0.4585,8000,8000,1,"Delivery was late, not happy.",3,1
S005729,CUST01447,Negative,-0.3089,250,50,5,"Met expectations, nothing special.",4,1
S005730,CUST01044,Positive,0.4201,12000,12000,1,Highly recommend to others.,3,1
S005731,CUST00788,Positive,0.5719,135000,45000,3,Excellent customer service.,3,1
S005732,CUST00174,Negative,-0.3089,350000,70000,5,"Met expectations, nothing special.",4,1
S005733,CUST01517,Positive,0.4201,8000,8000,1,Highly recommend to others.,3,1
S005734,CUST00570,Neutral,0.0,9000,3000,3,Too expensive for the features offered.,4,1
S005735,CUST00997,Neutral,0.0,15000,15000,1,Too expensive for the features offered.,4,1
S005736,CUST00596,Positive,0.6808,280000,70000,4,"Worth the price, happy with the purchase.",4,1
S005737,CUST01502,Neutral,0.0,70000,70000,1,Too expensive for the features offered.,4,1
S005738,CUST01871,Positive,0.8016,350000,70000,5,"Great product, very satisfied.",3,1
S005739,CUST01857,Positive,0.5719,25000,25000,1,Excellent customer service.,3,1
S005740,CUST00629,Positive,0.6808,210000,70000,3,"Worth the price, happy with the purchase.",4,1
S005741,CUST00963,Neutral,0.0,225000,45000,5,Too expensive for the features offered.,4,1
S005742,CUST00486,Positive,0.8016,12000,12000,1,"Great product, very satisfied.",3,1
S005743,CUST00773,Negative,-0.4585,45000,45000,1,"Delivery was late, not happy.",3,1
S005744,CUST00962,Negative,-0.4585,48000,12000,4,"Delivery was late, not happy.",3,1
S005745,CUST00566,Positive,0.8016,48000,12000,4,"Great product, very satisfied.",3,1
S005746,CUST01215,Positive,0.4201,40000,8000,5,Highly recommend to others.,3,1
S005747,CUST00260,Negative,-0.3089,500,100,5,"Met expectations, nothing special.",4,1
S005748,CUST00796,Positive,0.4404,24000,12000,2,Product quality could be better.,4,1
S005749,CUST00058,Positive,0.4404,100,50,2,Easy to use and reliable.,3,1
S005750,CUST00356,Positive,0.4404,3000,3000,1,Easy to use and reliable.,3,1
S005751,CUST01599,Positive,0.4404,9000,3000,3,Easy to use and reliable.,3,1
S005752,CUST01535,Positive,0.5719,12000,12000,1,Excellent customer service.,3,1
S005753,CUST01476,Positive,0.5719,50,50,1,Excellent customer service.,3,1
S005754,CUST01681,Negative,-0.4767,100,50,2,"Terrible experience, will not buy again.",3,1
S005755,CUST00598,Negative,-0.4767,60000,12000,5,"Terrible experience, will not buy again.",3,1
S005756,CUST00734,Positive,0.6808,15000,3000,5,"Worth the price, happy with the purchase.",4,1
S005757,CUST00357,Positive,0.4404,36000,12000,3,Easy to use and reliable.,3,1
S005758,CUST01622,Negative,-0.4585,32000,8000,4,"Delivery was late, not happy.",3,1
S005759,CUST01328,Positive,0.4404,180000,45000,4,Product quality could be better.,4,1
S005760,CUST01192,Negative,-0.3089,75000,15000,5,"Met expectations, nothing special.",4,1
S005761,CUST01568,Negative,-0.4585,350000,70000,5,"Delivery was late, not happy.",3,1
S005762,CUST00029,Negative,-0.4767,300,100,3,"Terrible experience, will not buy again.",3,1
S005763,CUST01902,Positive,0.4404,40000,8000,5,Easy to use and reliable.,3,1
S005764,CUST00804,Positive,0.6808,100000,25000,4,"Worth the price, happy with the purchase.",4,1
S005765,CUST00165,Negative,-0.4767,150,50,3,"Terrible experience, will not buy again.",3,1
S005766,CUST01589,Negative,-0.4585,100000,25000,4,"Delivery was late, not happy.",3,1
S005767,CUST00649,Negative,-0.4585,150,50,3,"Delivery was late, not happy.",3,1
S005768,CUST00560,Positive,0.8016,12000,12000,1,"Great product, very satisfied.",3,1
S005769,CUST00774,Neutral,0.0,210000,70000,3,Too expensive for the features offered.,4,1
S005770,CUST00364,Negative,-0.4767,24000,8000,3,"Terrible experience, will not buy again.",3,1
S005771,CUST00653,Positive,0.4404,30000,15000,2,Product quality could be better.,4,1
S005772,CUST01573,Positive,0.8016,135000,45000,3,"Great product, very satisfied.",3,1
S005773,CUST01485,Neutral,0.0,30000,15000,2,Too expensive for the features offered.,4,1
S005774,CUST01597,Positive,0.4404,24000,8000,3,Product quality could be better.,4,1
S005775,CUST01632,Negative,-0.3089,16000,8000,2,"Met expectations, nothing special.",4,1
S005776,CUST01550,Negative,-0.3089,225000,45000,5,"Met expectations, nothing special.",4,1
S005777,CUST00420,Negative,-0.3089,50000,25000,2,"Met expectations, nothing special.",4,1
S005778,CUST00310,Negative,-0.4585,350000,70000,5,"Delivery was late, not happy.",3,1
S005779,CUST00648,Positive,0.4404,36000,12000,3,Easy to use and reliable.,3,1
S005780,CUST01817,Positive,0.4201,48000,12000,4,Highly recommend to others.,3,1
S005781,CUST01001,Positive,0.5719,135000,45000,3,Excellent customer service.,3,1
S005782,CUST00758,Positive,0.4201,100,100,1,Highly recommend to others.,3,1
S005783,CUST01081,Positive,0.4201,75000,15000,5,Highly recommend to others.,3,1
S005784,CUST01489,Positive,0.4404,500,100,5,Product quality could be better.,4,1
S005785,CUST00693,Negative,-0.4585,9000,3000,3,"Delivery was late, not happy.",3,1
S005786,CUST00539,Negative,-0.4767,90000,45000,2,"Terrible experience, will not buy again.",3,1
S005787,CUST00440,Negative,-0.4767,36000,12000,3,"Terrible experience, will not buy again.",3,1
S005788,CUST00294,Positive,0.4201,3000,3000,1,Highly recommend to others.,3,1
S005789,CUST01837,Positive,0.6808,210000,70000,3,"Worth the price, happy with the purchase.",4,1
S005790,CUST01576,Positive,0.4404,210000,70000,3,Easy to use and reliable.,3,1
S005791,CUST01342,Negative,-0.4767,45000,15000,3,"Terrible experience, will not buy again.",3,1
S005792,CUST00152,Negative,-0.4585,135000,45000,3,"Delivery was late, not happy.",3,1
S005793,CUST00014,Positive,0.4201,350000,70000,5,Highly recommend to others.,3,1
S005794,CUST01881,Positive,0.4404,30000,15000,2,Product quality could be better.,4,1
S005795,CUST01328,Neutral,0.0,75000,25000,3,Too expensive for the features offered.,4,1
S005796,CUST01985,Neutral,0.0,6000,3000,2,Too expensive for the features offered.,4,1
S005797,CUST01475,Positive,0.8016,24000,8000,3,"Great product, very satisfied.",3,1
S005798,CUST00054,Positive,0.4404,24000,8000,3,Easy to use and reliable.,3,1
S005799,CUST00030,Positive,0.6808,125000,25000,5,"Worth the price, happy with the purchase.",4,1
S005800,CUST00773,Positive,0.4404,60000,12000,5,Easy to use and reliable.,3,1
S005801,CUST00241,Neutral,0.0,75000,25000,3,Too expensive for the features offered.,4,1
S005802,CUST01635,Negative,-0.4585,50000,25000,2,"Delivery was late, not happy.",3,1
S005803,CUST01929,Positive,0.4404,32000,8000,4,Product quality could be better.,4,1
S005804,CUST00949,Positive,0.4404,100000,25000,4,Easy to use and reliable.,3,1
S005805,CUST01194,Positive,0.4404,125000,25000,5,Product quality could be better.,4,1
S005806,CUST01571,Positive,0.5719,225000,45000,5,Excellent customer service.,3,1
S005807,CUST01344,Negative,-0.4585,12000,3000,4,"Delivery was late, not happy.",3,1
S005808,CUST01704,Negative,-0.4767,36000,12000,3,"Terrible experience, will not buy again.",3,1
S005809,CUST01339,Positive,0.4201,45000,15000,3,Highly recommend to others.,3,1
S005810,CUST00823,Positive,0.6808,9000,3000,3,"Worth the price, happy with the purchase.",4,1
S005811,CUST01565,Positive,0.6808,100,50,2,"Worth the price, happy with the purchase.",4,1
S005812,CUST00354,Positive,0.4404,12000,3000,4,Easy to use and reliable.,3,1
S005813,CUST00135,Negative,-0.4767,100,50,2,"Terrible experience, will not buy again.",3,1
S005814,CUST01280,Positive,0.4404,280000,70000,4,Product quality could be better.,4,1
S005815,CUST01027,Positive,0.8016,9000,3000,3,"Great product, very satisfied.",3,1
S005816,CUST01832,Positive,0.5719,75000,25000,3,Excellent customer service.,3,1
S005817,CUST01835,Positive,0.8016,60000,15000,4,"Great product, very satisfied.",3,1
S005818,CUST01763,Positive,0.5719,6000,3000,2,Excellent customer service.,3,1
S005819,CUST00190,Positive,0.4201,50000,25000,2,Highly recommend to others.,3,1
S005820,CUST01249,Negative,-0.4767,135000,45000,3,"Terrible experience, will not buy again.",3,1
S005821,CUST00942,Neutral,0.0,24000,12000,2,Too expensive for the features offered.,4,1
S005822,CUST00952,Negative,-0.4585,60000,12000,5,"Delivery was late, not happy.",3,1
S005823,CUST01618,Neutral,0.0,150,50,3,Too expensive for the features offered.,4,1
S005824,CUST00904,Negative,-0.4767,15000,15000,1,"Terrible experience, will not buy again.",3,1
S005825,CUST00945,Negative,-0.4585,15000,3000,5,"Delivery was late, not happy.",3,1
S005826,CUST01853,Positive,0.4404,15000,3000,5,Easy to use and reliable.,3,1
S005827,CUST01419,Positive,0.4201,36000,12000,3,Highly recommend to others.,3,1
S005828,CUST00329,Positive,0.5719,12000,12000,1,Excellent customer service.,3,1
S005829,CUST00687,Negative,-0.4767,32000,8000,4,"Terrible experience, will not buy again.",3,1
S005830,CUST01769,Positive,0.4404,100,50,2,Product quality could be better.,4,1
S005831,CUST00119,Positive,0.5719,75000,15000,5,Excellent customer service.,3,1
S005832,CUST00276,Positive,0.6808,200,100,2,"Worth the price, happy with the purchase.",4,1
S005833,CUST01650,Negative,-0.4585,500,100,5,"Delivery was late, not happy.",3,1
S005834,CUST00871,Negative,-0.3089,75000,25000,3,"Met expectations, nothing special.",4,1
S005835,CUST00539,Negative,-0.3089,135000,45000,3,"Met expectations, nothing special.",4,1
S005836,CUST01698,Positive,0.5719,48000,12000,4,Excellent customer service.,3,1
S005837,CUST00952,Neutral,0.0,25000,25000,1,Too expensive for the features offered.,4,1
S005838,CUST00525,Positive,0.8016,135000,45000,3,"Great product, very satisfied.",3,1
S005839,CUST01743,Positive,0.4404,45000,45000,1,Product quality could be better.,4,1
S005840,CUST00905,Negative,-0.3089,500,100,5,"Met expectations, nothing special.",4,1
S005841,CUST00529,Positive,0.5719,60000,15000,4,Excellent customer service.,3,1
S005842,CUST00807,Positive,0.5719,50000,25000,2,Excellent customer service.,3,1
S005843,CUST00713,Positive,0.6808,36000,12000,3,"Worth the price, happy with the purchase.",4,1
S005844,CUST01248,Positive,0.4201,30000,15000,2,Highly recommend to others.,3,1
S005845,CUST01588,Negative,-0.4585,60000,12000,5,"Delivery was late, not happy.",3,1
S005846,CUST00221,Positive,0.8016,48000,12000,4,"Great product, very satisfied.",3,1
S005847,CUST00918,Positive,0.4404,24000,12000,2,Easy to use and reliable.,3,1
S005848,CUST01150,Positive,0.4404,24000,12000,2,Easy to use and reliable.,3,1
S005849,CUST01169,Neutral,0.0,48000,12000,4,Too expensive for the features offered.,4,1
S005850,CUST01948,Positive,0.4404,24000,12000,2,Product quality could be better.,4,1
S005851,CUST00516,Positive,0.4404,45000,45000,1,Easy to use and reliable.,3,1
S005852,CUST00830,Positive,0.4404,32000,8000,4,Product quality could be better.,4,1
S005853,CUST00139,Negative,-0.4585,48000,12000,4,"Delivery was late, not happy.",3,1
S005854,CUST01622,Neutral,0.0,135000,45000,3,Too expensive for the features offered.,4,1
S005855,CUST00922,Negative,-0.4585,250,50,5,"Delivery was late, not happy.",3,1
S005856,CUST01661,Positive,0.4201,9000,3000,3,Highly recommend to others.,3,1
S005857,CUST01668,Positive,0.5719,100,50,2,Excellent customer service.,3,1
S005858,CUST00162,Positive,0.4404,12000,12000,1,Easy to use and reliable.,3,1
S005859,CUST00618,Positive,0.4201,250,50,5,Highly recommend to others.,3,1
S005860,CUST01291,Negative,-0.4585,50,50,1,"Delivery was late, not happy.",3,1
S005861,CUST00445,Positive,0.4201,200,100,2,Highly recommend to others.,3,1
S005862,CUST01293,Neutral,0.0,9000,3000,3,Too expensive for the features offered.,4,1
S005863,CUST01154,Negative,-0.4585,45000,45000,1,"Delivery was late, not happy.",3,1
S005864,CUST01434,Negative,-0.4585,30000,15000,2,"Delivery was late, not happy.",3,1
S005865,CUST01056,Positive,0.4201,8000,8000,1,Highly recommend to others.,3,1
S005866,CUST00959,Positive,0.4404,12000,12000,1,Product quality could be better.,4,1
S005867,CUST01338,Negative,-0.4585,12000,3000,4,"Delivery was late, not happy.",3,1
S005868,CUST01350,Positive,0.4201,8000,8000,1,Highly recommend to others.,3,1
S005869,CUST00978,Neutral,0.0,60000,12000,5,Too expensive for the features offered.,4,1
S005870,CUST01143,Positive,0.6808,45000,45000,1,"Worth the price, happy with the purchase.",4,1
S005871,CUST00905,Negative,-0.3089,30000,15000,2,"Met expectations, nothing special.",4,1
S005872,CUST01758,Positive,0.6808,60000,12000,5,"Worth the price, happy with the purchase.",4,1
S005873,CUST00831,Positive,0.4404,70000,70000,1,Easy to use and reliable.,3,1
S005874,CUST01374,Positive,0.4404,36000,12000,3,Product quality could be better.,4,1
S005875,CUST00442,Positive,0.6808,200,50,4,"Worth the price, happy with the purchase.",4,1
S005876,CUST00815,Negative,-0.4585,135000,45000,3,"Delivery was late, not happy.",3,1
S005877,CUST00464,Negative,-0.4585,60000,12000,5,"Delivery was late, not happy.",3,1
S005878,CUST00236,Neutral,0.0,100,100,1,Too expensive for the features offered.,4,1
S005879,CUST01569,Positive,0.4201,24000,12000,2,Highly recommend to others.,3,1
S005880,CUST01482,Positive,0.6808,6000,3000,2,"Worth the price, happy with the purchase.",4,1
S005881,CUST00020,Positive,0.8016,9000,3000,3,"Great product, very satisfied.",3,1
S005882,CUST01636,Neutral,0.0,300,100,3,Too expensive for the features offered.,4,1
S005883,CUST01486,Negative,-0.3089,100,50,2,"Met expectations, nothing special.",4,1
S005884,CUST01300,Negative,-0.3089,210000,70000,3,"Met expectations, nothing special.",4,1
S005885,CUST01285,Neutral,0.0,45000,15000,3,Too expensive for the features offered.,4,1
S005886,CUST01322,Negative,-0.3089,15000,3000,5,"Met expectations, nothing special.",4,1
S005887,CUST00325,Negative,-0.4585,15000,15000,1,"Delivery was late, not happy.",3,1
S005888,CUST00021,Positive,0.4201,50,50,1,Highly recommend to others.,3,1
S005889,CUST00657,Positive,0.4404,15000,3000,5,Easy to use and reliable.,3,1
S005890,CUST00577,Positive,0.4201,60000,15000,4,Highly recommend to others.,3,1
S005891,CUST01145,Negative,-0.4767,150,50,3,"Terrible experience, will not buy again.",3,1
S005892,CUST00846,Negative,-0.4767,60000,12000,5,"Terrible experience, will not buy again.",3,1
S005893,CUST01516,Negative,-0.4585,32000,8000,4,"Delivery was late, not happy.",3,1
S005894,CUST01612,Positive,0.4201,200,50,4,Highly recommend to others.,3,1
S005895,CUST00364,Positive,0.5719,36000,12000,3,Excellent customer service.,3,1
S005896,CUST01267,Negative,-0.3089,210000,70000,3,"Met expectations, nothing special.",4,1
S005897,CUST01238,Negative,-0.3089,9000,3000,3,"Met expectations, nothing special.",4,1
S005898,CUST01230,Positive,0.4404,24000,12000,2,Easy to use and reliable.,3,1
S005899,CUST01923,Positive,0.6808,350000,70000,5,"Worth the price, happy with the purchase.",4,1
S005900,CUST00832,Positive,0.4404,250,50,5,Product quality could be better.,4,1
S005901,CUST01976,Neutral,0.0,70000,70000,1,Too expensive for the features offered.,4,1
S005902,CUST00893,Positive,0.4404,200,100,2,Easy to use and reliable.,3,1
S005903,CUST00129,Negative,-0.3089,100,100,1,"Met expectations, nothing special.",4,1
S005904,CUST00142,Negative,-0.4585,12000,3000,4,"Delivery was late, not happy.",3,1
S005905,CUST00711,Positive,0.5719,12000,3000,4,Excellent customer service.,3,1
S005906,CUST00518,Neutral,0.0,400,100,4,Too expensive for the features offered.,4,1
S005907,CUST00394,Positive,0.4201,45000,45000,1,Highly recommend to others.,3,1
S005908,CUST01567,Positive,0.4404,280000,70000,4,Easy to use and reliable.,3,1
S005909,CUST01145,Positive,0.4404,45000,15000,3,Easy to use and reliable.,3,1
S005910,CUST01395,Positive,0.4404,15000,3000,5,Easy to use and reliable.,3,1
S005911,CUST01635,Positive,0.4404,12000,12000,1,Easy to use and reliable.,3,1
S005912,CUST01147,Negative,-0.4767,60000,15000,4,"Terrible experience, will not buy again.",3,1
S005913,CUST00597,Positive,0.6808,75000,25000,3,"Worth the price, happy with the purchase.",4,1
S005914,CUST01475,Negative,-0.3089,48000,12000,4,"Met expectations, nothing special.",4,1
S005915,CUST00048,Neutral,0.0,36000,12000,3,Too expensive for the features offered.,4,1
S005916,CUST00989,Negative,-0.3089,48000,12000,4,"Met expectations, nothing special.",4,1
S005917,CUST00223,Positive,0.6808,225000,45000,5,"Worth the price, happy with the purchase.",4,1
S005918,CUST00261,Positive,0.5719,25000,25000,1,Excellent customer service.,3,1
S005919,CUST01303,Positive,0.5719,100,100,1,Excellent customer service.,3,1
S005920,CUST00766,Neutral,0.0,36000,12000,3,Too expensive for the features offered.,4,1
S005921,CUST01496,Negative,-0.4767,280000,70000,4,"Terrible experience, will not buy again.",3,1
S005922,CUST01655,Negative,-0.4767,70000,70000,1,"Terrible experience, will not buy again.",3,1
S005923,CUST00365,Negative,-0.4585,24000,12000,2,"Delivery was late, not happy.",3,1
S005924,CUST00496,Positive,0.4404,16000,8000,2,Product quality could be better.,4,1
S005925,CUST01190,Positive,0.5719,210000,70000,3,Excellent customer service.,3,1
S005926,CUST00461,Positive,0.4404,90000,45000,2,Easy to use and reliable.,3,1
S005927,CUST01348,Negative,-0.4767,36000,12000,3,"Terrible experience, will not buy again.",3,1
S005928,CUST01075,Negative,-0.3089,225000,45000,5,"Met expectations, nothing special.",4,1
S005929,CUST01965,Positive,0.5719,25000,25000,1,Excellent customer service.,3,1
S005930,CUST00948,Negative,-0.4767,60000,12000,5,"Terrible experience, will not buy again.",3,1
S005931,CUST01387,Positive,0.5719,24000,12000,2,Excellent customer service.,3,1
S005932,CUST00872,Negative,-0.3089,135000,45000,3,"Met expectations, nothing special.",4,1
S005933,CUST00200,Neutral,0.0,140000,70000,2,Too expensive for the features offered.,4,1
S005934,CUST01792,Negative,-0.3089,24000,12000,2,"Met expectations, nothing special.",4,1
S005935,CUST00834,Positive,0.4404,12000,3000,4,Product quality could be better.,4,1
S005936,CUST00967,Negative,-0.4767,70000,70000,1,"Terrible experience, will not buy again.",3,1
S005937,CUST01678,Positive,0.6808,15000,15000,1,"Worth the price, happy with the purchase.",4,1
S005938,CUST01891,Negative,-0.3089,50,50,1,"Met expectations, nothing special.",4,1
S005939,CUST00360,Positive,0.8016,12000,12000,1,"Great product, very satisfied.",3,1
S005940,CUST01760,Positive,0.8016,140000,70000,2,"Great product, very satisfied.",3,1
S005941,CUST01416,Negative,-0.4585,100,50,2,"Delivery was late, not happy.",3,1
S005942,CUST00205,Neutral,0.0,60000,12000,5,Too expensive for the features offered.,4,1
S005943,CUST00757,Negative,-0.3089,60000,15000,4,"Met expectations, nothing special.",4,1
S005944,CUST00874,Negative,-0.4585,180000,45000,4,"Delivery was late, not happy.",3,1
S005945,CUST00732,Positive,0.4201,350000,70000,5,Highly recommend to others.,3,1
S005946,CUST01717,Negative,-0.4767,50,50,1,"Terrible experience, will not buy again.",3,1
S005947,CUST01868,Negative,-0.4585,30000,15000,2,"Delivery was late, not happy.",3,1
S005948,CUST00754,Positive,0.4404,125000,25000,5,Easy to use and reliable.,3,1
S005949,CUST00736,Neutral,0.0,280000,70000,4,Too expensive for the features offered.,4,1
S005950,CUST01532,Positive,0.5719,250,50,5,Excellent customer service.,3,1
S005951,CUST00586,Neutral,0.0,200,100,2,Too expensive for the features offered.,4,1
S005952,CUST01278,Positive,0.4201,140000,70000,2,Highly recommend to others.,3,1
S005953,CUST01187,Positive,0.8016,16000,8000,2,"Great product, very satisfied.",3,1
S005954,CUST00938,Negative,-0.3089,15000,3000,5,"Met expectations, nothing special.",4,1
S005955,CUST01987,Neutral,0.0,6000,3000,2,Too expensive for the features offered.,4,1
S005956,CUST01617,Positive,0.4404,90000,45000,2,Product quality could be better.,4,1
S005957,CUST00083,Positive,0.4404,25000,25000,1,Product quality could be better.,4,1
S005958,CUST00754,Neutral,0.0,200,50,4,Too expensive for the features offered.,4,1
S005959,CUST01054,Negative,-0.4767,15000,3000,5,"Terrible experience, will not buy again.",3,1
S005960,CUST01063,Positive,0.4404,25000,25000,1,Easy to use and reliable.,3,1
S005961,CUST00732,Positive,0.4201,500,100,5,Highly recommend to others.,3,1
S005962,CUST01274,Positive,0.4201,100000,25000,4,Highly recommend to others.,3,1
S005963,CUST00375,Positive,0.4404,100,100,1,Easy to use and reliable.,3,1
S005964,CUST00058,Positive,0.4404,6000,3000,2,Product quality could be better.,4,1
S005965,CUST00161,Negative,-0.4585,50,50,1,"Delivery was late, not happy.",3,1
S005966,CUST00026,Positive,0.8016,300,100,3,"Great product, very satisfied.",3,1
S005967,CUST01657,Positive,0.4404,75000,15000,5,Product quality could be better.,4,1
S005968,CUST00990,Neutral,0.0,12000,12000,1,Too expensive for the features offered.,4,1
S005969,CUST01503,Negative,-0.4767,45000,15000,3,"Terrible experience, will not buy again.",3,1
S005970,CUST01749,Negative,-0.4585,135000,45000,3,"Delivery was late, not happy.",3,1
S005971,CUST01353,Neutral,0.0,12000,12000,1,Too expensive for the features offered.,4,1
S005972,CUST01656,Negative,-0.4585,210000,70000,3,"Delivery was late, not happy.",3,1
S005973,CUST00034,Positive,0.4404,45000,15000,3,Product quality could be better.,4,1
S005974,CUST01917,Positive,0.6808,400,100,4,"Worth the price, happy with the purchase.",4,1
S005975,CUST01533,Negative,-0.4767,100,100,1,"Terrible experience, will not buy again.",3,1
S005976,CUST01081,Positive,0.8016,60000,12000,5,"Great product, very satisfied.",3,1
S005977,CUST01265,Positive,0.4404,100,50,2,Product quality could be better.,4,1
S005978,CUST01281,Positive,0.8016,24000,8000,3,"Great product, very satisfied.",3,1
S005979,CUST00835,Positive,0.4404,70000,70000,1,Product quality could be better.,4,1
S005980,CUST01243,Positive,0.4201,36000,12000,3,Highly recommend to others.,3,1
S005981,CUST00605,Positive,0.4404,70000,70000,1,Easy to use and reliable.,3,1
S005982,CUST01746,Positive,0.8016,3000,3000,1,"Great product, very satisfied.",3,1
S005983,CUST00150,Negative,-0.4767,140000,70000,2,"Terrible experience, will not buy again.",3,1
S005984,CUST01592,Negative,-0.4585,24000,12000,2,"Delivery was late, not happy.",3,1
S005985,CUST00256,Negative,-0.3089,24000,12000,2,"Met expectations, nothing special.",4,1
S005986,CUST00063,Positive,0.4404,3000,3000,1,Easy to use and reliable.,3,1
